author,idn,place,recipient,title,year,location,point,lat,lon
"Morvilius, Gretchen",997100419,Berlin-Wilmersdorf,"Heilbut, Iwan",Korrespondenz,1962-1964,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",99379498X,Berlin-Wilmersdorf,"Blume, ...",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",994192894,Berlin-Wilmersdorf,"Brüdern, Gerd",Korrespondenz,1956-1956,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",998593346,Berlin-Wilmersdorf,"Ganzer, Karl",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",999529838,Berlin-Wilmersdorf,"Voigt, Rainer",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",994849664,Berlin-Wilmersdorf,"Kahnert, Walter",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",996257004,Berlin-Wilmersdorf,"Heuss, Theodor",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",997090677,Berlin-Wilmersdorf,"Meingast, Fritz",Korrespondenz,1956-1971,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",997096365,Berlin-Wilmersdorf,"Meyer, Elisabeth",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",997114118,Berlin-Wilmersdorf,"Müller-Jabusch, Maximilian",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",997237562,Berlin-Wilmersdorf,"Wenninger, Hermann",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",998326240,Berlin-Wilmersdorf,"Raeck, Kurt",Korrespondenz,1956-1956,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",993511724,Berlin-Wilmersdorf,"Engert, Fritz",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",993518710,Berlin-Wilmersdorf,"Ashcroft, Peggy",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Bruer, Ursula",994251076,Berlin-Wilmersdorf,"Heilbut, Iwan",Korrespondenz,1955-1955,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Heilbut, Iwan",997071907,Berlin-Wilmersdorf,"Mayerhof, ...",Korrespondenz,1956-1956,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Strecker, Helga",999307118,Berlin-Wilmersdorf,"Heilbut, Iwan",Korrespondenz,1967-1967,"Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland","(52.4871152, 13.3203298, 0.0)",52.4871152,13.3203298
"Moos, Marianne",997107928,"Woodmere, NY","Heilbut, Iwan",Korrespondenz,1942-1942,"Woodmere, Nassau County, New York, United States of America","(40.6320482, -73.7126314, 0.0)",40.6320482,-73.7126314
"Mühlbächer, Walter",997109602,Berlin-Schöneberg,"Heilbut, Iwan",Korrespondenz,1957-1957,"Schöneberg, Tempelhof-Schöneberg, Berlin, Deutschland","(52.482157, 13.3551901, 0.0)",52.482157,13.3551901
"Müller-Jabusch, Maximilian",997113812,Berlin-Schöneberg,"Heilbut, Iwan",Korrespondenz,1955-1955,"Schöneberg, Tempelhof-Schöneberg, Berlin, Deutschland","(52.482157, 13.3551901, 0.0)",52.482157,13.3551901
"Hirschfeld, Hans Emil",996263667,Berlin-Schöneberg,"Heilbut, Iwan",Korrespondenz,1955-1959,"Schöneberg, Tempelhof-Schöneberg, Berlin, Deutschland","(52.482157, 13.3551901, 0.0)",52.482157,13.3551901
"Krüger, Hans",996723358,Berlin-Schöneberg,"Heilbut, Iwan",Korrespondenz,1959-1959,"Schöneberg, Tempelhof-Schöneberg, Berlin, Deutschland","(52.482157, 13.3551901, 0.0)",52.482157,13.3551901
"Meurer, Kurt",994771339,Berlin-Schöneberg,"Heilbut, Iwan",Korrespondenz,1962-1962,"Schöneberg, Tempelhof-Schöneberg, Berlin, Deutschland","(52.482157, 13.3551901, 0.0)",52.482157,13.3551901
"Müller, Margret",997113561,Neugermering bei München,"Heilbut, Iwan",Korrespondenz,1964-1964,"Bahn-Landwirtschaft Bezirk München e.V., Unterbezirk München-Pasing 1, Anlage Planegg, Planegg, Landkreis München, Oberbayern, Bayern, 82152, Deutschland","(48.1043796, 11.4123707204144, 0.0)",48.1043796,11.4123707204144
"Müssener, Helmut",997124024,Stockholm,"Heilbut, Iwan",Korrespondenz,1970-1971,"Stockholm, Stockholms kommun, Sveriges Landskap, Stockholms län, Svealand, 111 29, Sverige","(59.3251172, 18.0710935, 0.0)",59.3251172,18.0710935
"Müller-Horn, ...",994487207,Stockholm,"Heilbut, Iwan",Korrespondenz,1960-1960,"Stockholm, Stockholms kommun, Sveriges Landskap, Stockholms län, Svealand, 111 29, Sverige","(59.3251172, 18.0710935, 0.0)",59.3251172,18.0710935
"H°akansson, Lo",99592452X,Stockholm,"Heilbut, Iwan",Korrespondenz,1943-1957,"Stockholm, Stockholms kommun, Sveriges Landskap, Stockholms län, Svealand, 111 29, Sverige","(59.3251172, 18.0710935, 0.0)",59.3251172,18.0710935
"Drese, Claus Helmut",997235942,Mannheim,"Heilbut, Iwan",Korrespondenz,1952-1952,"Mannheim, Regierungsbezirk Karlsruhe, Baden-Württemberg, 68161, Deutschland","(49.489591, 8.467236, 0.0)",49.489591,8.467236
"Huber, Naomi",993403794,Mannheim,"Heilbut, Iwan",Korrespondenz,1953-1953,"Mannheim, Regierungsbezirk Karlsruhe, Baden-Württemberg, 68161, Deutschland","(49.489591, 8.467236, 0.0)",49.489591,8.467236
"Kleiber, Otto",997237015,Basel,"Heilbut, Iwan",Korrespondenz,1940-1957,"Basel, Basel-Stadt, Switzerland","(47.5581077, 7.5878261, 0.0)",47.5581077,7.5878261
"Adler, Hermann",992987555,Basel,"Heilbut, Iwan",Korrespondenz,1948-1948,"Basel, Basel-Stadt, Switzerland","(47.5581077, 7.5878261, 0.0)",47.5581077,7.5878261
"Meyer, James",998745391,Basel,"Heilbut, Iwan",Korrespondenz,1956-1959,"Basel, Basel-Stadt, Switzerland","(47.5581077, 7.5878261, 0.0)",47.5581077,7.5878261
"Horwitz, Kurt",996397728,Basel,"Heilbut, Iwan",Korrespondenz,1963-1963,"Basel, Basel-Stadt, Switzerland","(47.5581077, 7.5878261, 0.0)",47.5581077,7.5878261
"Franke, Hans",99723735X,Heilbronn u.a.,"Heilbut, Iwan",Korrespondenz,1950-1962,"A, 38, Paulinenstraße, Rosenberg, Neckarbogen, Heilbronn, Regierungsbezirk Stuttgart, Baden-Württemberg, 74076, Deutschland","(49.1488642, 9.22216079628509, 0.0)",49.1488642,9.22216079628509
"Wenninger, Hermann",997237473,München-Geiselgasteig,"Heilbut, Iwan",Korrespondenz,1955-1955,"Geiselgasteig, Grünwald, Landkreis München, Oberbayern, Bayern, 82031, Deutschland","(48.0626315, 11.5479446, 0.0)",48.0626315,11.5479446
"Hartung, Rudolf",997256354,Berlin-Lichterfelde,"Heilbut, Iwan",Korrespondenz,1960-1960,"Lichterfelde, Steglitz-Zehlendorf, Berlin, Deutschland","(52.437293, 13.3138645, 0.0)",52.437293,13.3138645
"Dix, ...",1000885313,Berlin-Lichterfelde,"Heilbut, Iwan",Korrespondenz,1959-1960,"Lichterfelde, Steglitz-Zehlendorf, Berlin, Deutschland","(52.437293, 13.3138645, 0.0)",52.437293,13.3138645
"Newman, Eva E.",997697989,"Mount Vernon, NY u.a.",,Korrespondenz,1940-1962,"33 N, Mount Vernon, Westchester County, New York, 10550, United States of America","(40.9125992, -73.8370786, 0.0)",40.9125992,-73.8370786
"Norden, Adalbert",997719389,"Berlin, West","Heilbut, Iwan",Korrespondenz,1958-1959,"Berlin, 10117, Deutschland","(52.5170365, 13.3888599, 0.0)",52.5170365,13.3888599
"Heilbut, Iwan",997719834,"Berlin, West","Norden, Adalbert",Korrespondenz,1960-1960,"Berlin, 10117, Deutschland","(52.5170365, 13.3888599, 0.0)",52.5170365,13.3888599
"Auburtin, A.",997720425,Düsseldorf,"Heilbut, Iwan",Korrespondenz,1949-1949,"Düsseldorf, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 40213, Deutschland","(51.2254018, 6.7763137, 0.0)",51.2254018,6.7763137
"Spiegel, Paul",993007937,Düsseldorf,"Heilbut, Iwan",Korrespondenz,1963-1963,"Düsseldorf, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 40213, Deutschland","(51.2254018, 6.7763137, 0.0)",51.2254018,6.7763137
"Omansen, Willibald",997737484,Bochum,"Heilbut, Iwan",Korrespondenz,1948-1948,"Bochum, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, Deutschland","(51.4818111, 7.2196635, 0.0)",51.4818111,7.2196635
"Pabst, Curt",997738707,Hof an der Saale,"Heilbut, Iwan",Korrespondenz,1948-1948,"An der Saale, Förbau, Schwarzenbach a.d.Saale, Landkreis Hof, Oberfranken, Bayern, 95126, Deutschland","(50.2072886, 11.9071962, 0.0)",50.2072886,11.9071962
"Kippenberg, F.",997740205,Bonn,"Heilbut, Iwan",Korrespondenz,1972-1972,"Bonn, Regierungsbezirk Köln, Nordrhein-Westfalen, 53111, Deutschland","(50.735851, 7.10066, 0.0)",50.735851,7.10066
"Heilbut, Iwan",997740361,Bonn,"Kippenberg, F.",Korrespondenz,1971-1972,"Bonn, Regierungsbezirk Köln, Nordrhein-Westfalen, 53111, Deutschland","(50.735851, 7.10066, 0.0)",50.735851,7.10066
"Stercken, Hans",1000497534,Bonn,"Heilbut, Francis",Korrespondenz,1980-1980,"Bonn, Regierungsbezirk Köln, Nordrhein-Westfalen, 53111, Deutschland","(50.735851, 7.10066, 0.0)",50.735851,7.10066
"Weidle, Stefan",1002488621,Bonn,"Heilbut, Francis",Korrespondenz,1999-1999,"Bonn, Regierungsbezirk Köln, Nordrhein-Westfalen, 53111, Deutschland","(50.735851, 7.10066, 0.0)",50.735851,7.10066
"Stercken, Hans",994333714,Bonn,"Heilbut, Iwan",Korrespondenz,1972-1972,"Bonn, Regierungsbezirk Köln, Nordrhein-Westfalen, 53111, Deutschland","(50.735851, 7.10066, 0.0)",50.735851,7.10066
"Köster, Helmut",997954930,Stuttgart,"Heilbut, Iwan",Korrespondenz,1951-1951,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",994466110,Stuttgart,"Henning, Otto",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",994914512,Stuttgart,"Friedheim, ...",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",995873909,Stuttgart,"Grupp, Friedrich",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",995900590,Stuttgart,"Gumpert, Martin",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",997237449,Stuttgart,"Franke, Hans",Korrespondenz,1950-1962,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",997267739,Stuttgart,"Schuchard, Gottlieb C. L.",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",993483690,Stuttgart,"Behrens, Robert",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Behrens, Robert",993481035,Stuttgart,"Heilbut, Iwan",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Müller, G.",998308072,Stuttgart,"Heilbut, Iwan",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Schwab, Curt E.",998593052,Stuttgart,"Heilbut, Iwan",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Kasack, Hermann",996604944,Stuttgart,"Heilbut, Iwan",Korrespondenz,1951-1951,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Krawielicki, Robert",996675825,Stuttgart,"Heilbut, Iwan",Korrespondenz,1948-1948,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Pechel, Rudolf",994466013,Stuttgart,"Heilbut, Iwan",Korrespondenz,1958-1958,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Böse, Georg",994466404,Stuttgart,"Heilbut, Iwan",Korrespondenz,1952-1952,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Heilbut, Iwan",99674858X,Stuttgart,"Laubenthal, Michaela",Korrespondenz,1950-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Eberle, Josef",999314637,Stuttgart,"Heilbut, Iwan",Korrespondenz,1950-1970,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Schwedhelm, Karl",999317768,Stuttgart,"Heilbut, Iwan",Korrespondenz,1949-1963,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Voigt, Rainer",999529730,Stuttgart,"Heilbut, Iwan",Korrespondenz,1955-1955,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Walter, Helmut",999637584,Stuttgart,"Heilbut, Iwan",Korrespondenz,1949-1950,"Stuttgart, Regierungsbezirk Stuttgart, Baden-Württemberg, 70173, Deutschland","(48.7784485, 9.1800132, 0.0)",48.7784485,9.1800132
"Eckert, Brita",1002687691,Frankfurt am Main,"Heilbut, Francis",Korrespondenz,1995-1997,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Weinmann, Fritz Siegfried",999935259,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1963-1965,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Tuch, Hans N.",993392504,Frankfurt am Main,,Korrespondenz,1951-1966,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Hirsch, Rudolf",998385824,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1960-1960,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Hirsch, Rudolf",996428674,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1964-1964,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Isolani, Gertrud",996506551,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1957-1957,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Joachim, Eve",996597042,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1950-1950,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Kaschnitz, Marie Luise",996607943,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1948-1948,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Wiegand, Wilfried",1000509591,Frankfurt am Main,"Heilbut, Francis",Korrespondenz,1972-1972,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Carsch, Friedel",994344430,Frankfurt am Main,,Korrespondenz,1953-1957,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Berthold, Werner",994451873,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1970-1970,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Heinrichs, Eva-Bianca",994474474,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1951-1953,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Riepl, Hans",994791577,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1960-1961,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Gollhardt, Heinz",998385999,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1967-1967,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Vogt, Hans Joachim",999237616,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1966-1966,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Suhrkamp, Peter",999320750,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1951-1954,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Riemerschmidt, Ulrich",999437569,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1959-1959,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Guggenheimer, Walter Maria",999507443,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1951-1951,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Korn, Karl",994912269,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1954-1954,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Gerold, Karl",99491251X,Frankfurt am Main,"Heilbut, Iwan",Korrespondenz,1961-1961,"Frankfurt am Main, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland","(50.1106444, 8.6820917, 0.0)",50.1106444,8.6820917
"Heilbut, Iwan",993726410,o.O.,"Ben-Ḥorin, Shalom",Korrespondenz,1967-1967,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",994251165,o.O.,"Bruer, Ursula",Korrespondenz,1955-1955,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",999351982,o.O.,"Thormann, Charlotte",Korrespondenz,1965-1965,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",997966610,o.O.,"Perera, Carolyn",Korrespondenz,1964-1964,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",998105279,o.O.,"Ramsperger, Ina",Korrespondenz,1964-1964,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",99360241X,o.O.,"Bannert, Karl Jos.",Korrespondenz,1971-1971,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",993603173,o.O.,"Baur, Hans",Korrespondenz,1965-1965,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Heilbut, Iwan",993625983,o.O.,"Bellardi, Ingrid",Korrespondenz,1962-1962,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Baum, Vicki",993593453,o.O.,"Heilbut, Iwan",Korrespondenz,1943-1943,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Schell, Carl",998395838,o.O.,"Heilbut, Iwan",Korrespondenz,,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Hopf, Alice",996396683,o.O.,"Heilbut, Iwan",Korrespondenz,1956-1956,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
"Kerr, Alfred",996629211,o.O.,"Heilbut, Iwan",Korrespondenz,1948-1948,"O&O, 138, Dorpsstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711EL, Nederland","(51.5524449, 4.5917796, 0.0)",51.5524449,4.5917796
